"Time";"Price"
"2021-06-08 08:13:33";32779.24
"2021-06-08 08:13:35";32775.67
"2021-06-08 08:13:36";32775.67
"2021-06-08 08:13:37";32777.95
"2021-06-08 08:13:37";32777.95
"2021-06-08 10:40:00";33218.18
"2021-06-08 22:05:45";32785.11
"2021-06-08 22:10:53";32868.85
"2021-07-02 22:16:27";33180.78
"2021-07-02 22:27:56";33211.25
"2021-07-02 22:34:53";33144.29
"2021-07-02 22:39:29";33180.35
"2021-07-02 22:44:04";33221.76
